111.1,_4c469876-ef73-462c-a4b8-f3c98fc9b184
64.3,_4ce84c20-c851-4af4-8fab-2f3fb84e8901
48.3,_4d1f0110-4701-446c-a18e-2b08ef51eb6f
49.2,_4ded2ee6-409e-467e-ae93-555d6599e854
100.3,_4f2b32b4-14c9-4a81-bd32-292aa68dc8e5
7.1,_51e7a226-1882-4777-a880-dd052c56af74
2.2,_52a295c8-702c-4f1e-8803-bec3a707ad86
45.1,_573f99c2-f775-46a7-9fee-35d26b4e1d48
44.2,_57db2fc5-f5fa-429d-b14a-986b0f7f8dc0
84.3,_58756199-47d7-45b5-ba73-fdc7d730f24f
85.3,_5a319b07-1687-4083-aac3-8bb0ec23baf5
89.2,_5c8527d6-6c62-4a32-bfde-c4b43ab4cc16
109.1,_5d509e42-0610-42ae-9fcd-888199f5d182
80.1,_5ef253ef-8871-4b7f-8610-6a830da65971
60.3,_5f82a051-d0e9-4b03-886f-3d819bbaaad3
98.2,_60cdecd0-576f-407a-be93-35192e8dd19f
86.3,_61126866-9130-4cc4-9c1a-c9d09e5f7c9d
5.3,_6169fc58-d03b-474a-8e7b-1166bb49783e
610.3,_616faf62-da74-4bfd-9d9e-a82a57c304a4
48.2,_61b5abca-f344-4a0f-9ca4-860ccc28aac3
41.3,_61f5776a-dcdd-47d2-a66d-7942fc8e6f29
2.2,_62f61aa1-e56b-40e0-8a2f-571760855fdf
23.2,_64234244-61ea-41f8-922c-14096825d7cf
79.3,_65261939-a52e-4c3f-aabf-4c0beaaca9ee
113.1,_65d92858-808a-49c3-b708-bc195d6561c4
28.1,_67243b2c-b502-451f-a830-d7f3d1437858
98.3,_68116b59-8117-429e-8ba0-bd3ba3641dc2
114.1,_68946d21-c099-4793-8918-a0f62b3f862b
81.1,_6a8d05f4-50b2-4d86-8e56-d90d159b19e6
47.2,_6ae3710b-145d-401a-ad4c-0eabbe4261c4
150R.1,_6b525c06-dbe8-4b5b-b9f7-c94d209269cb
61S.1,_6d04b68e-0ed3-4b48-b522-60a654ab2c73
61.1,_6de9d3c9-4d4e-4515-b165-1baed15aef5f
60.1,_6ec5c691-8c58-4a66-81ae-726f612f7c3c
83.3,_6ed41126-60bf-44db-85e0-f46633f85b3e
104.3,_6fb68cba-ac47-4ae0-a0ec-af1b2f52d6a2
81.3,_70598fae-2661-413a-b53e-150ed3684bfe
22.2,_70636df3-772e-4ca9-b0ff-e04de992a57a
85.3,_7095fa5e-a674-4cfd-b387-169edb004785
40.1,_70f32609-be9a-4e69-bc65-4cdba88f59bc
66.3,_71c180d9-34a6-47c3-8d7d-f3a6532b8718
21.3,_731bcbf7-90e7-4e33-bf0e-58cab4505114
60.2,_73d0329f-e920-4e1d-b782-7554a5719ddf
93.2,_74ead0e6-677e-4d87-9833-cad8f86fab4d
55.1,_7524d218-b708-4be8-af1d-5b20e6b31b89
13.2,_7562de08-69f2-488a-a4ef-1fc9adbe7014
12.2,_76f669db-db48-47db-a633-04fc8c4510dc
91.3,_775ac361-fbc4-4943-8022-343149c5830d
21.2,_7760492c-1759-4ad8-bf2c-c7e7b01ba1fe
150R.2,_77a5788d-6b49-408e-bebf-3997ee8b1810
79.2,_77afa0a0-e5c0-4e82-a463-256f92596590
25R.1,_77d7176c-a4a5-45d0-9108-0d00cd62cdec
95.2,_78549450-651d-4b2e-8ce9-70482c864f44
149.1,_78cedc06-08ec-433b-8ac4-38271a0ce6c5
56.2,_7906e94b-43ae-4508-84d7-85fef64adec4
23.1,_79abd5cc-4738-44a0-bc09-9e31894d38d9
51.2,_7d015521-79bf-499b-9145-c7988d19893a
450.3,_7d59e13d-5cc8-4054-b560-6356813653f4
54.3,_7d738fa3-76cd-4e88-9b8d-aa8990f61a12
108.1,_7df8495b-5646-4343-b3d1-9471081727c3
160.1,_7f4c092b-e37b-44b9-a515-8c15eefa433c
17.3,_7f647c46-8372-4e0e-ac2c-d0d7dfbe33d1
3.3,_80b74276-3f07-4de5-9e90-ec77cee1469b
72.1,_8153fff5-1601-424c-82ca-30d56945c3cd
24.3,_81f558a5-8c49-4925-ae5c-1a0a4f842a49
11.1,_82245ddd-e150-43d7-b3fa-1776b4b00481
94.1,_82f9bb2b-9420-4fa1-aeb5-cd4442863817
48.2,_8332e823-8664-467b-b2e6-440712be3c6a
103.3,_83ca482b-c287-4eca-be32-2646cdb1a2bb
99.1,_84b59f55-b9d9-4030-922e-9229ad48ff21
76.3,_85953fd8-d53c-4ac3-a919-a1a2213dfaab
63.1,_87a25711-c15e-4168-81b2-96fe0694703d
44.3,_884f1da6-0d09-44d2-987d-bc7d6ab97b24
51.1,_896dbc44-71e4-4ccf-b30c-0dc8b701c1a8
82.1,_89f8e2f5-e5ef-4026-aeeb-a478a0e1b792
97.2,_8ad0e143-56be-4396-862c-455b190bdc45
60.1,_8b7bfb1d-419c-4238-b002-87f3fc454b6c
70.1,_8bddc27b-62f0-448d-b709-9ac2cecf1127
58.2,_8c25114a-35ff-4370-969e-e0cf7576e7f5
18.1,_8cc4a58b-11e5-4493-81ae-7c07e13a5f90
6.3,_8d46a16a-662a-4647-94d8-6433ee1b5e36
82.1,_8d76d9ac-35c6-43dd-bc54-0da64e15a892
76.3,_8de0b0aa-06cb-4f17-84f6-29ab5700995a
1.2,_8eff824f-c2a7-4b5a-8366-e4b6ebf1ad8b
36.1,_8f16353f-0897-45eb-bbeb-2bdd35e3fdf9
149.3,_90c78db1-aba8-42ef-9381-b613f460bba6
89.1,_9185f9af-5b44-4220-a18a-288e51977f4c
73.3,_92a4b100-465f-4d1a-953c-5ba2298d5913
47.1,_92a827e4-e2c1-4ed8-b17a-42cd33713296
38.2,_92e6bc91-271f-4733-a2c7-e077950c5ae3
95.2,_933a46a9-4f11-49e0-b186-4ea4f7212079
57.3,_93bc34b0-0e5a-4200-9230-765e78d69908
100.1,_952454f8-7a78-4e9d-9514-7f4e17473aed
64.2,_96e42aa6-286f-43ec-a14c-6b421fb59344
197.1,_97b59183-f79a-42fe-b475-193f1c929610
52.2,_97d282a9-b9bd-4373-865f-d8ef04867b83
93.3,_985d8063-fe0b-4d90-9a2b-74ebd98ccb88
44.1,_98bf1eb7-331e-4f99-bc64-e9b088c53379
28.3,_999505e3-c123-482d-8b09-4b5b860758ab
8.1,_99a74bd5-0a7e-4d74-af41-63f36a78d91e
90.2,_9a35a84d-7f05-4820-a71c-33ed39bbf89e
101.2,_9a9a4f4d-3e4d-4468-af63-6fe6a7155fd5
19.1,_9ba30409-027f-46a6-aa26-ca758fe57300
104.3,_9dd2bd1e-9240-4e70-a40b-ba9a02587231
30.2,_a0f91b1b-e2ee-4a5f-b98e-51ae57922b09
4.3,_a1317dcf-37c7-48b3-ad3c-b72db4a9c3aa
65.3,_a3f9359c-4260-4e5a-8b5e-7e4dd94e856e
99.2,_a47c51fc-ca07-48c1-8ce9-de00f3fa2874
62.2,_a5b82d05-9c34-4c12-8445-66a08b844643
7.3,_a66d06e3-e12b-4b58-82d5-79baed1f85f8
66.3,_a68ca556-1999-4d53-9c64-e65411cbec3b
53.1,_a7ae4299-65e0-4fcb-a720-6a8700c6829e
113.1,_a7c2f2b1-27c5-4c44-8027-5071e31791b8
86.1,_a7cfd576-3e4e-426c-94ca-50cd1e6ee8f1
50.3,_a998e209-2cde-43a5-8d3c-cab8414d3ec3
250.1,_a9d2e35e-e6ca-4377-85c4-cf9ad6b9fab0
55.3,_a9dc1ebd-bfe9-4a11-bd4f-e4505479a294
25R.3,_aa26cb4e-4bf0-46e1-aed9-cb9316722cd8
135.2,_ac75f521-283f-402f-bd79-b9162ca13bf0
63.3,_ad2e76df-420e-499e-b6d4-00affcec1361
58.2,_ad9a5256-76ff-4d8d-9e43-260decde4390
1.3,_ae05fbd2-9e84-44e0-8d94-d4f410dc2ffa
35.3,_ae0dcae2-caf0-4c5d-a376-09fbe298c43f
79.1,_af5f02fe-cb73-41ac-b561-5c9744304f92
1.1,_af828144-af60-41b1-9b50-4cc90536401a
29.2,_af83036e-ca1a-453b-9c5f-f62377236d3f
10.1,_b0605528-d970-4082-8e02-0ee900fd4c00
91.1,_b0e3e4bb-513a-49bd-90b9-eddd274133dc
48.1,_b0f8df46-d3e9-4b8e-a0b4-5e6b8dbb0ded
107.2,_b17a6fae-803b-44ef-ad26-d8c436d582b6
90.2,_b23af34a-7894-4210-bd72-b22923175108
8.2,_b2552500-5d74-4e07-bc3c-b3ab4f1f23d3
74.3,_b28501a6-cb36-4cb7-99d4-8166dc07b4d8
73.3,_b54be00e-dbd1-47c9-88c4-eecc18a5f831
83.1,_b69a4a1b-6ca4-4482-87eb-cf5be2428e87
78.1,_b7498079-121d-47f8-9403-087687eec3f5
98.1,_b7bddaa9-7863-42ce-aae3-2bc3178d57c4
250.2,_b84f4e24-1c33-421f-8808-bcbe27f3220c
108.3,_ba38d52e-f3f1-4b58-90a0-a66ec891881e
151.3,_bb6fac4b-cf27-406a-9599-6d78118cbec5
34.3,_bc229f16-87df-4780-9887-3d1323fbefd5
51.3,_bcebc530-8e0f-4dff-9750-bfe29955bcae
99.2,_bd57a88b-a777-4a27-9379-3a9fefb4b67e
13.1,_bd9b8b28-b441-41da-a73b-3883ada6bb88
32.3,_bdebc098-92ad-4d30-beb9-06d581b9b52c
46.1,_be0ce9fa-f861-48e8-af8f-682282848de0
79.1,_beea180f-1bd5-42ed-8d15-d14cd65b0efd
46.1,_bf7d41f4-56b9-4baa-98e6-909e4ef1394b
76.2,_bffd1a99-74c1-49b6-85b5-97f77fe4aded
29.1,_c14a93a9-8cb4-4891-9a23-8749dd808d40
150.3,_c1a06145-5854-46f1-9b57-5791807d3852
52.3,_c2afac7a-4eb7-4473-9891-ec1aae81ea0f
15.3,_c2fcd148-164a-497c-95ac-1bb2e869dfdd
43.2,_c3724116-4ea0-458a-b31d-cc762b00dad7
48.1,_c3b600d1-0a28-435b-bac2-33db3dd86984
68.1,_c43c74c6-762b-4ba2-ba6b-ffa46b6dc1d4
91.2,_c4fe7d45-9701-4c32-b2f7-09a647594620
81.2,_c595fb66-5372-49ec-b901-7aa88cd03c4d
106.2,_c684ef10-51a5-4b30-9da1-0cfb13b4b474
151.1,_c7624347-2345-46ae-b13d-51125271ce6c
68.1,_c8be671c-69fd-4b52-95e6-d9fbd4bfc696
160R.3,_c8f075cc-d294-45f2-8e52-0e6fe78ef4fc
77.2,_c94dc226-75b0-466c-9491-8736df18324c
47.2,_c9a44ccd-03f8-4ba5-aab1-6e0bc653550f
150.2,_ca1ada25-14d5-47a6-9b55-c0419fc9eb31
56.2,_cb0e00bf-8918-427c-858c-3207ff84a8e5
55.1,_cb797702-b3fd-487d-8bce-52ccfb285d0b
47.3,_cbb9ff5c-8f11-44b5-8f78-1e3e0195dd96
110.1,_cbbb09b3-d164-4326-813d-f3211c217b43
35.1,_cc028deb-0716-4422-a369-3bd9f46c7749
49.3,_cc0dd35a-1c86-4135-ac23-5b7d23c22501
96.2,_cd178677-5986-4618-9f3f-29cb037515e3
75.3,_cd6067b3-4bf1-40ee-8367-1a8de248a7b1
80.2,_cd8ff8b7-dc74-42ef-8f86-a6eaee9732fd
95.3,_ce9aa898-05a4-480e-9e11-078807d9809e
74.3,_cee37e62-8699-4fa7-b81f-ce6102a99509
87.2,_cf630bd5-4042-4873-833a-4b43b3f06d2f
97.1,_d04fd228-0d2b-418d-902c-24a109d23c3c
6.3,_d0ce5c07-fc6d-4843-b1f7-8332e29d260a
49.1,_d0fe5109-064a-42e1-92d6-29a66318f404
160.3,_d10c3050-b9f7-4d9c-bcd8-9b3d976f23e7
66.2,_d3208a4b-a54f-4566-9a50-6ea10b2f2881
69.1,_d471a40f-1bbb-40b1-8044-f54b96178005
18.2,_d57d58ad-c058-4135-a443-97a01bf704f2
77.2,_d6f92106-6d6b-4177-bd7c-d8cca7f318e4
50.2,_d77015ba-ba4f-4bfc-a914-5127e5ea552f
49.2,_d85661d4-bcb9-4809-9867-a7c3231c7640
610.1,_d885af8c-0e27-4ed8-82f4-f478d069279b
111.1,_d892a1dd-68b0-4db2-8e99-d7a9cf1cef2a
49.3,_d8a225ff-8f9d-454a-96a3-e5db1acd27a9
152.2,_d8afcde8-a708-48fa-9177-e348a697ecc3
72.2,_d961edf0-4837-45c2-b4cb-67a71f15c203
72.3,_da49c3e6-0201-4ad8-9739-61f35339f7a7
250.3,_daf08db5-6e4c-4fac-b212-c81cf8fb6e3c
26.3,_dc12796b-fa5f-450a-8d03-aec22118878f
102.3,_dcbaa910-68f3-40c1-8daa-c9877f585a95
28.1,_de50c857-3762-4309-a660-2b88333e03f2
78.2,_e09efac3-6e6c-4ecd-b683-4a329c392ce6
48.3,_e1d24192-9684-4df4-8b64-0af3103a4e81
25.3,_e2305289-ae6b-424d-aa88-7972181e158b
25.2,_e2d87096-d10d-476c-bf3a-83bfa98c253c
75.3,_e355b205-28d8-420a-a436-81dd76124ed1
83.2,_e39af692-d93b-4b65-9470-566c0f307df3
106.2,_e4cd8ff6-cbc5-4c6e-9c8c-195f4e310abe
87.3,_e56a0de6-bcc9-4c5d-989c-834a29dd4013
160R.2,_e5852048-88b0-4165-a4bc-ed24ff3337e4
49.1,_e5b6f435-661a-40af-b27d-20a86613b74a
16.3,_e5d0df09-f549-4c55-9582-c5c7d9af4331
97.3,_e7094af4-5a8d-44d3-870b-27c7fe63e53e
71.1,_e73777e6-de6a-4596-81c1-d0a3610ad9be
66.1,_e7e8963f-974f-4593-afb3-1c5a20f2d969
62.3,_e869ccdd-3701-4f91-929a-81a2080c0039
61S.3,_e8dbc31f-aa25-4275-b232-a480092afdaf
101.1,_e99ff1a3-92bd-42a9-b1e1-dac4e3646798
20.1,_eb115223-5504-4792-bae6-5cc22c38c8f9
30.3,_ec31860d-6c25-47ef-9b0c-fa40a5f009cc
65.1,_ee5d8b64-48f9-4dec-8264-99588e535c73
76.2,_ee9f8617-f4f4-49cf-bcd8-b292fba2c348
32.3,_efd147c5-5652-4914-aa1d-2a9784f29ee4
69.1,_f1ca7981-1cb0-4dae-9918-dae922cc8eab
17.3,_f1d5f2cd-ae22-451e-9af3-ad0fb5d5f096
31.3,_f2f59257-8d85-4f9e-99a1-d559a596ab75
42.1,_f414cdaa-0873-4a3c-81e6-f6b17e993d31
18.3,_f4f55e9a-ecb8-4467-a9f6-b10ca56dbac0
27.3,_f5a82dde-cd03-408b-96d8-d4a94aa2ae7b
80.2,_f6fdb792-7749-4f90-842d-559ceaf9c32c
10.1,_f700261e-25bc-44db-906c-485582061d7d
29.3,_f80e4882-1940-4ee0-bf96-4b3ae070a286
53.2,_f8f10151-3f5c-4504-b898-6153e5451d1c
67.1,_f9472668-a6f6-434e-80af-f77daf6ee011
55.2,_f9d198db-4d9a-4593-8786-8f77bcddba7a
31.3,_fa56dafb-4f4d-4752-aad3-2e2b014778b2
21.1,_fa85e821-8d50-47cd-8184-a4ae8efdc625
45.1,_fa8a30c2-cef8-4de8-8f11-1537ba674f48
84.3,_fad45533-1f33-4a3d-bdf0-0924d4f7d809
53.3,_fb7544d6-ceda-4139-9730-25b528ebe35a
87.1,_fb9476ca-5cc9-46b8-8b21-99992af27a29
108.2,_fc1304f5-2ae7-4b0a-9444-083dab468699
135.1,_fc497903-0b75-4fd8-8e04-be6e1dd9efe3
42.2,_fcd67aa0-7a39-49f3-bc4a-547f9549f701
16.3,_fd5ee40a-2fc5-4862-a05c-f93cc2171e76
76.1,_fdbaa829-4a3d-4d1a-ae9f-c7e2df1a664b
83.3,_fdfd2f97-c20c-4ddb-8441-8333d337a736
42.3,_fdfebe5b-8678-4c40-ab92-73ce9435c7ea
35.1,_fe6321c5-1d59-4650-8421-21fe88a1685f
30.1,_fe887209-d92b-40e7-a14d-575075d14557
300.1,_fed00801-d9f7-44e6-980d-f55639f67166
52.1,_ffa249d7-fe3d-4683-aaa1-a01d1017ee41
151.2,_ffabe30c-4e1d-4442-85e9-656549553865
